Numéro (Code);Ancien numéro;Nom;Description;Détails;Actif;Prix unitaire;Prix d'achat;Unité de mesure;Classe de produit (Code);Groupe de produit (Code);Pas de taxe;Date de fin de vente;Activer l'alerte;Nombre de jours pour l'alerte;Quantité critique;Quantité en stock;Quantité initiale;ISBN;EAN;UPC;Gérer l'inventaire;Entrepôt ;Emplacement boutique;Emplacement entrepôt 
P10116;;PLAQUE MOSAIC 4M HORIYONTAL;BLANC BI-MATIERE;;1;3640;2800;;;APPAREILLAGES ;0;31/12/2099 00:00:00;1;30;100;0;;;;;1;;;
P10117;;ONDULEUR DELTA CL3000 ONLINE;3000VA CRYSTAL SERIE;;1;615940;473800;;;APPAREILLAGES ;0;31/12/2099 00:00:00;1;30;100;0;;;;;1;;;
P10118;;DISJONCTEUR;IC60N 4P C25A;;1;35100;27000;;;APPAREILLAGES ;0;31/12/2099 00:00:00;1;30;100;0;;;;;1;;;
P10119;;BLOC DIFF;VIGI C60 4P 25A 30MA AC MERL;;1;107900;83000;;;APPAREILLAGES ;0;31/12/2099 00:00:00;1;30;100;0;;;;;1;;;
P10120;;PARAFOUDRE TETRAPOLIARE DEBROCHABLE;20KA 350V AV REPORT;;1;102700;79000;;;APPAREILLAGES ;0;31/12/2099 00:00:00;1;30;100;0;;;;;1;;;
P10121;;DISJONCTEUR DIFFERENTIEL Easy9;1P+N 16A 30mA TYPE AC 4500;;1;27300;21000;;;APPAREILLAGES ;0;31/12/2099 00:00:00;1;30;100;0;;;;;1;;;
P10122;;DISJONTEUR DIFFERENTIEL EASY9;1P+N 25A 30mA TYPE AC 4500;;1;29900;23000;;;APPAREILLAGES ;0;31/12/2099 00:00:00;1;30;100;0;;;;;1;;;
P10123;;DISJONCTEUR ACTI9 IC40 1P+N; C25A 6KA A9P52625/A9N21027;;1;58890;45300;;;APPAREILLAGES ;0;31/12/2099 00:00:00;1;30;100;0;;;;;1;;;
P10124;;DISJONTEUR IC60N 4P C25A;;;1;35100;27000;;;APPAREILLAGES ;0;31/12/2099 00:00:00;1;30;100;0;;;;;1;;;
P10126;;DISJONCTEUR ACTI9 IC40 1P+N C25A ;6KA A9P522625/A9N21027;;1;8970;6900;;;APPAREILLAGES ;0;31/12/2099 00:00:00;1;30;100;0;;;;;1;;;
P10127;;DISJONCTEUR C60N4P;C50A MERL A979450/A9F74450***;;1;50057;38505;;;APPAREILLAGES ;0;31/12/2099 00:00:00;1;30;100;0;;;;;1;;;
P10128;;DISJONTEUR C60N 4P C63A MERL A9F74463***;;;1;66950;51500;;;APPAREILLAGES ;0;31/12/2099 00:00:00;1;30;100;0;;;;;1;;;
P10129;;CABLE INDUSTRIEL-R2V 3X2.5mm² T;;;1;1885;1450;;;CÂBLES ;0;31/12/2099 00:00:00;1;0;100;0;;;;;1;;;
P10130;;DISJONCTEUR MOTEUR GV2ME20;TESYS POWER 13-18A;;1;38000;25000;;;APPAREILLAGES ;0;31/12/2099 00:00:00;1;30;100;0;;;;;1;;;
P10131;;SERVICE KIT 2000H Ingersoll;17948103;;1;404040;0;;;MAINTENANCE ;0;31/12/2099 00:00:00;0;0;0;0;;;;;0;;;
P10132;;SERVICE KIT 4000H Ingersoll ;17948104;;1;1936200;0;;;MAINTENANCE ;0;31/12/2099 00:00:00;0;0;0;0;;;;;0;;;
P10133;;Frais de Prestation Igers;;;1;500000;0;;;;0;31/12/2099 00:00:00;0;0;0;0;;;;;0;;;
P10134;;BATTERIE GENERALE/EQUI  HT 12V 150AH ;;;1;142400;0;;;MAINTENANCE ;0;31/12/2099 00:00:00;0;0;0;0;;;;;0;;;
P10135;;BATTERIE GENERALE/EQUI  HT 12V 45AH ;;;1;78000;0;;;MAINTENANCE ;0;;0;0;0;0;;;;;0;;;
P10136;;CHAGEUR BATTERIE VISA STANDART 12 Volts;;;1;165480;0;;;;0;31/12/2099 00:00:00;0;0;0;0;;;;;0;;;
P10137;;EXTRACTEUR D'AIR 220V;;;1;48000;18700;;;INDUSTRIE ;0;31/12/2099 00:00:00;0;0;0;0;;;;;0;;;
P10138;;CAPTEUR SCHNEIDER XS612B1MAL2;;;1;47250;35000;;;APPAREILLAGES ;0;31/12/2099 00:00:00;0;0;0;0;;;;;0;;;
P10139;;DISJONCTEUR MOTEUR SCHNEIDER GV2ME10 de 4 à 6.3A;;;1;33750;25000;;;;0;31/12/2099 00:00:00;0;0;0;0;;;;;0;;;
P10140;;DETECTEUR DE FUITE EFD3 ;;"ACHAT A L'IMPORT CHEZ AFRISO EN FRANCE 
PRIX EN EUROS : 374 EUROS ";1;542689;246676;;;;0;31/12/2099 00:00:00;0;0;0;0;;;;;0;;;
P10141;;CONTACTEUR SIEMENS 3RT2027-1BB40;;VENDU SUR WIAUTOMATION AU PRIS EUROS DE 121 EUROS ;1;158752;84700;;;;0;31/12/2099 00:00:00;0;0;0;0;;;;;0;;;
P10142;;Altivar320 - ATV320U15N4B;1.5Kw - 380V - In 6.5A - Out 4.1A - IP20;;1;680000;455000;;;;0;31/12/2099 00:00:00;1;0;100;0;;;;;1;;;
P10143;;Distributeur Rexroth 4WE-10-D50;350bar, 0.19A, 205V DC;;1;665000;465000;;;;0;31/12/2099 00:00:00;0;0;100;0;;;;;1;;;
P10144;;RALLONGE ELECTRIQUE SCHWABE ALLEMAGNE 6 TROUS AVEC PARAFOURDRE ;;;1;20000;10000;;;APPAREILLAGES ;0;31/12/2099 00:00:00;0;0;0;0;;;;;0;;;
P10145;;MOBILISATION PERMANENTE ELECTRICIEN SUPPORT EQUIPE PMPE CIMENCAM BONABERI;;;1;2500;1600;;;;0;31/12/2099 00:00:00;0;0;0;0;;;;;0;;;
P10146;;FEUX ARRIERES TERBERG T25024020;;Prix sur site TVH le 31/12/24;1;216772;86709;;;GRUE TERBERG;0;31/12/2099 00:00:00;0;0;0;0;;;;;0;;;
P10147;;CLIGNOTANT TERBERG T25024022;;Prix sur site TVH le 31/12/24;1;154892;61950;;;GRUE TERBERG;0;;0;0;0;0;;;;;0;;;
P10149;;ARRONDI;;;1;0;0;;;;1;31/12/2099 00:00:00;0;0;0;0;;;;;0;;;
P10150;;COUPE BATTERIE TERBERG T25044175 ;;;1;191257;76503;;;GRUE TERBERG;0;31/12/2099 00:00:00;0;0;0;0;;;;;0;;;
P10151;;WIRING HARNESS TERBERG T25118612;;;1;363055;145222;;;GRUE TERBERG;0;31/12/2099 00:00:00;0;0;0;0;;;;;0;;;
P10152;;CLIGNOTANT TERBERG T25024021;;;1;165322;66129;;;GRUE TERBERG;0;31/12/2099 00:00:00;0;0;0;0;;;;;0;;;
P10153;;FEU AVANT TERBERG T25023974;;;1;799277;319711;;;GRUE TERBERG;0;31/12/2099 00:00:00;0;0;0;0;;;;;0;;;
P10154;;CONTACTEUR COMPLET TERBERG T25044203;;;1;458745;183498;;;;0;31/12/2099 00:00:00;0;0;0;0;;;;;0;;;
P10155;;FAISEAU DE CABLES TERBERG T25118613;;;1;672717;269087;;;;0;31/12/2099 00:00:00;0;0;0;0;;;;;0;;;
P10156;;FRAIS DE TRANSPORTS;;;1;300;0;;;AUTRE;0;31/12/2099 00:00:00;0;0;0;0;;;;;0;;;
P10157;;COMMISSION PAYE;;;1;0;0;;;AUTRE;0;31/12/2099 00:00:00;0;0;0;0;;;;;0;;;
P10158;;TUBE NEON 1/20;;;1;1000;800;;;APPAREILLAGES ;0;31/12/2099 00:00:00;1;1;100;0;;;;;1;;;
P10159;;VARIATEURS SIEMENS ;SINAMICS V20;;1;239000;0;;;APPAREILLAGES ;0;31/12/2099 00:00:00;1;1;100;0;;;;;1;;;
P10160;;ABB - ATEX- 4KW 1500TRS - B3 ;;;1;1447875;482625;;EN FONTE;MOTEURS;0;31/12/2099 00:00:00;1;0;100;0;;;;;1;;;
P10162;;MAINTENANCE USINE groupe 913KVA;;;1;250000;0;;;MAINTENANCE ;0;31/12/2099 00:00:00;0;0;0;0;;;;;1;;;
P10163;;MAINTENANCE USINE groupe 15KVA;;;1;62500;0;;;MAINTENANCE ;0;31/12/2099 00:00:00;1;0;100;0;;;;;1;;;
P10164;;MAINTENANCE USINE groupe 110KVA;;;1;62500;0;;;MAINTENANCE ;0;31/12/2099 00:00:00;1;0;100;0;;;;;1;;;
P10165;;SCOTCH ELECTRICIEN BLEU 3M;TEMFLEX 1500;;1;15000;0;;;INDUSTRIE ;0;31/12/2099 00:00:00;1;0;100;0;;;;;1;;;
P10166;;SCOTCH ELECTRICIEN NOIR 3M;TEMFLEX 165;;1;2500;1800;;;INDUSTRIE ;0;31/12/2099 00:00:00;1;0;100;0;;;;;1;;;
P10167;;ADAPTATEUR USB SIEMENS 6GK1571-0BA00-0AA0;;;1;350000;260000;;;INDUSTRIE ;0;31/12/2099 00:00:00;1;0;100;0;;;;;1;;;
P10168;;FIN DE COURSE SIEMENS 38E5112-0CT11;;;1;132699;63190;;;INDUSTRIE ;0;31/12/2099 00:00:00;1;0;100;0;;;;;1;;;
P10169;;MODULE DE DETECTION DE COURANT SIEMENS 34UF7100-1AA00-0;;;1;186375;88750;;;INDUSTRIE ;0;31/12/2099 00:00:00;1;0;100;0;;;;;1;;;
P10170;;ADAPTATEUR USB SIEMENS/AMSAM 6GK1571-0BA00-0AA0;;;1;180000;95000;;;INDUSTRIE ;0;31/12/2099 00:00:00;1;0;0;0;;;;;1;;;
P10171;;FICHE MALE 3P+T 32A LEGRAND;;;1;35000;20000;;;INDUSTRIE ;0;31/12/2099 00:00:00;1;0;100;0;;;;;1;;;
P10172;;CONTACTEUR SCHMEIDER 11KW 25A 3POLES 48V LC1 D25E7;;;1;35000;0;;;INDUSTRIE ;0;31/12/2099 00:00:00;1;0;100;0;;;;;1;;;
P10173;;BOBINE ELECTROMAGNETIQUE EATON 300AA 00126A;230VAC D=22 L=45;;1;132000;75000;;;INDUSTRIE ;0;31/12/2099 00:00:00;1;0;100;0;;;;;1;;;
P10174;;CAPTEUR INDUCTIF DE PROXIMITE XS630B1PAM12;;;1;50800;23245;;;INDUSTRIE ;0;31/12/2099 00:00:00;1;0;100;0;;;;;1;;;
P10175;;TRANSFORMATEUR D'ISOLEMENT SCHNEIDER 230-400V/230V;REFERENCE ABL6TS10U;;1;223650;106500;;;INDUSTRIE ;0;31/12/2099 00:00:00;1;0;100;0;;;;;1;;;
P10176;;BOITE  A 8 BOUTONS 2 VITESSE RM2M;;;1;215000;106500;;;INDUSTRIE ;0;31/12/2099 00:00:00;1;0;100;0;;;;;1;;;
P10177;;BOITE A 8 BOUTONS 2 VITESSE RM2M;;;1;215000;106500;;;INDUSTRIE ;0;31/12/2099 00:00:00;1;0;100;0;;;;;1;;;
P10178;;BOITE A 8 BOUTONS 1 VITESSE RM2M;;;1;185000;88500;;;INDUSTRIE ;0;31/12/2099 00:00:00;1;0;100;0;;;;;1;;;
P10179;;"RALONGE ELECTRIQUE ORANGE 16A ; 3680w ; 10mettres 2P+Tp+";;;1;35000;0;;;INDUSTRIE ;0;31/12/2099 00:00:00;1;0;100;0;;;;;1;;;
P10180;;BLOC AUXILLIAIRE LADM22 SCHNEIDE LADM22 SCHNEIDES;;;1;15000;0;;;INDUSTRIE ;0;31/12/2099 00:00:00;1;0;100;0;;;;;1;;;
P10181;;MODULE REDRESSEUR SEM BGES;;;1;50000;0;;;INDUSTRIE ;0;31/12/2099 00:00:00;1;0;100;0;;;;;1;;;
P10182;;DISTRIBUTEUR 4M210L;;;1;30000;0;;;INDUSTRIE ;0;31/12/2099 00:00:00;1;0;100;0;;;;;1;;;
P10183;;RALONGE ELECTRIQUE 8 TROUS BLANC FOXTES;;;1;12000;0;;;INDUSTRIE ;0;31/12/2099 00:00:00;1;0;100;0;;;;;1;;;
P10184;;RELAIS CONTACT 2903660;;;1;10000;0;;;INDUSTRIE ;0;31/12/2099 00:00:00;1;0;100;0;;;;;1;;;
P10185;;REDRESSEUR ATTAIMS200W;;;1;35000;0;;;INDUSTRIE ;0;31/12/2099 00:00:00;1;0;100;0;;;;;1;;;
P10186;;PANEL LED ATTAIMS 200W;;;1;25000;0;;;INDUSTRIE ;0;31/12/2099 00:00:00;1;0;100;0;;;;;1;;;
P10187;;MANIPULATEUR JOYTICK HAULOTTE 2441305180;;;1;350000;200000;;;INDUSTRIE ;0;31/12/2099 00:00:00;1;0;100;0;;;;;1;;;
P10188;;INTERUPTEUR HAULOTTE 2440901630;;;1;25000;0;;;INDUSTRIE ;0;31/12/2099 00:00:00;1;0;100;0;;;;;1;;;
P10189;;INTERUPTION HAULOTTE 2440901630;;;1;25000;0;;;INDUSTRIE ;0;31/12/2099 00:00:00;1;0;100;0;;;;;1;;;
P10190;;BOBINE DARRET MOTEUR 17290571;;;1;171460;81650;;;INDUSTRIE ;0;31/12/2099 00:00:00;1;0;100;0;;;;;1;;;
P10191;;BATTERIE SITOP ;MODULE SIEMENS  OUTPUT: 24VDC-30A/12AH;;1;0;0;;;INDUSTRIE ;1;31/12/2099 00:00:00;0;0;0;0;;;;;0;;;
P10192;;DISTRIBUTEUR JOUCOMATIC REF 52100002 AC 24V;;;1;264400;201600;;;INDUSTRIE ;0;31/12/2099 00:00:00;1;0;100;0;;;;;1;;;
P10193;;INTERRUPTEUR LOCAL DE SECURITE REF 22153304 SOCOMEC (ILS) 40A;;;1;178000;98000;;;INDUSTRIE ;0;31/12/2099 00:00:00;1;0;100;0;;;;;1;;;
P10194;;REGLETTES LED IP65;40W duo;;1;0;0;;;INDUSTRIE ;1;31/12/2099 00:00:00;0;0;0;0;;;;;1;;;
P10195;;LAMPE TUBE 220V ;60W B14 D=36 L=96 FLAMME;;1;0;0;;;INDUSTRIE ;1;31/12/2099 00:00:00;0;0;0;0;;;;;1;;;
P10196;;RUBAN DE SIGNALISATION 50X100M ROUGE BLANC REF MANUTAN 1262M55-EPI;;;1;3000;1870;;;INDUSTRIE ;0;31/12/2099 00:00:00;1;0;100;0;;;;;1;;;
P10197;;RUBAN DE SIGNALISATION 50X100M ROUGE BLANC REF MANUTAN 1262M55-(EPI);;;1;3000;1870;;;INDUSTRIE ;0;31/12/2099 00:00:00;1;0;100;0;;;;;1;;;
P10198;;COLLIER COLRING;;;1;8500;0;;;INDUSTRIE ;0;31/12/2099 00:00:00;0;0;0;0;;;;;0;;;
P10199;;REPERE CABLE 1,5 / 1,5;;;1;15000;0;;;INDUSTRIE ;0;31/12/2099 00:00:00;1;0;100;0;;;;;1;;;
P10200;;FRAIS DE PRESTATION;"MOBILISATION/DEMOBILISATION RH; MOBILISATION/DEMOBILISATION MATERIEL;MAIN D'OEUVRE";;1;100000;0;;;;0;31/12/2099 00:00:00;0;0;0;0;;;;;0;;;
P10201;;REGLETTE LED DBLE+TUBE 120CM R372/40;;;1;12000;4000;;;INDUSTRIE ;0;31/12/2099 00:00:00;1;0;100;0;;;;;1;;;
P10202;;GOULOTTE BLC AUTOCOLL25X16M2516NAVING;;;1;3000;2000;;;INDUSTRIE ;0;31/12/2099 00:00:00;1;0;100;0;;;;;1;;;
P10203;;GOULOTTE BLANCHE40X16 1CAN M4016N/ING;;;1;2700;900;;;INDUSTRIE ;0;31/12/2099 00:00:00;1;0;100;0;;;;;1;;;
P10204;;GOULOTTE BLANCHE80X45 REF P8045 ING;;;1;16800;5600;;;INDUSTRIE ;0;31/12/2099 00:00:00;1;0;100;0;;;;;1;;;
P10205;;MISE A DISPOSITION ELECTRICIENS SUR SITE NOMAYOS;;;1;0;0;;;MAD;1;31/12/2099 00:00:00;0;0;0;0;;;;;1;;;
P10206;;SCOTCH ELECTRICIEN 33;19MM-20M- PVC NOIR-REF.471013 C ;;1;0;0;;;INDUSTRIE ;1;31/12/2099 00:00:00;0;0;0;0;;;;;1;;;
P10207;;VIS AUTO TARAUDEUSE 6X35 POUR BARDAGE 4987;;;1;12000;0;;;INDUSTRIE ;1;31/12/2099 00:00:00;0;0;0;0;;;;;1;;;
P10208;; AMPOULE LED E40 ;"100W;15000 Lm; 85- 265V AC;TEMP. COULEUR 6500k HAUTE RESISTANCE ALCC10W 4983";;1;2000;0;;;INDUSTRIE ;1;31/12/2099 00:00:00;0;0;0;0;;;;;1;;;
P10209;; PROJECTEUR LED ;"200W; 230V; AC; 100 |LMW; IP 65; PRÉ-CÁBLÉ";;1;185000;0;;;INDUSTRIE ;1;31/12/2099 00:00:00;0;0;0;0;;;;;0;;;
P10210;;PROJECTEUR LED ;1000W 110 Im/W:PROTECTION IP65 ;;1;152000;0;;;INDUSTRIE ;0;31/12/2099 00:00:00;0;0;0;0;;;;;1;;;
P10212;;COLLIER COLRING 2,4X95MM2 REF.32030 LEGRAND 4987_001.pdf ;;;1;7800;0;;;INDUSTRIE ;0;31/12/2099 00:00:00;1;0;100;0;;;;;1;;;
P10213;;COLLIER COLRING 3,5X140MM2 REF.32037 LEGRAND ;;;1;10500;0;;;INDUSTRIE ;0;31/12/2099 00:00:00;1;0;100;0;;;;;1;;;
P10214;;"DISJONCTEUR MODULAIRE BT;1+N;; 3A;50KA;C;N;;|C60N;SCHNEIDER; DISJONCTEUR MODULAIRE BT;1+N;; ";;;1;14000;0;;;INDUSTRIE ;0;31/12/2099 00:00:00;1;0;100;0;;;;;1;;;
P10215;;"FORET MECANICIEN DIAM.32 Ø32; LONGUEUR UTILE300 FORET MECANICIEN DIAM.32 ";;;1;25000;0;;;INDUSTRIE ;0;31/12/2099 00:00:00;1;0;100;0;;;;;1;;;
P10216;;"FORET MECANICIEN DIAM.6 Ø6; MECHE A METAL FORET MECANICIEN DIAM.6 ";;;1;4500;0;;;INDUSTRIE ;0;31/12/2099 00:00:00;1;0;100;0;;;;;1;;;
P10217;;"FORET MECANICIEN DIAM.40 Ø40; MECHE A METAL FORET MECANICIEN DIAM.40";;;1;28000;0;;;INDUSTRIE ;0;31/12/2099 00:00:00;1;0;100;0;;;;;1;;;
P10218;;" DISJONCTEUR BT NORMAL;3;; 3200A;65KA;MICROLOGIC 6.0A;; 2;;WITHDRAW+CHASSI;;SCHNEIDER;";;;1;15000;0;;;INDUSTRIE ;1;31/12/2099 00:00:00;1;0;100;0;;;;;1;;;
P10219;;MISE EN SERVICE IMPRIMEUR SAC ;;;1;0;0;;;MAD;1;31/12/2099 00:00:00;0;0;0;0;;;;;1;;;
P10220;;"TETE D'IMPRESSION; NZ 7DOTS RF:KHL07N2015M3;IMPRIMEUR SACS 4060_001(2) . pdf";;;1;2600000;0;;;INDUSTRIE ;0;31/12/2099 00:00:00;1;0;0;0;;;;;1;;;
P10221;;"MOTOREDUCTEUR 11KW ;11TR/MN ";"11/2900TR/MN; R=263,63 ; 220/380V";;1;0;0;;;MOTOREDUCTEURS;0;31/12/2099 00:00:00;1;0;100;0;;;;;1;;;
P10222;;MOTEUR ELECTRIQUE AC 4KW;"1465TR/MN220/380V ; B5";;1;0;0;;;MOTEURS;0;31/12/2099 00:00:00;1;0;100;0;;;;;1;;;
P10223;;EXTRACTEUR D,AIR;10'' 220V;;1;48000;0;;;APPAREILLAGES ;0;31/12/2099 00:00:00;1;0;100;0;;;;;1;;;
P10224;;DETECTEUR 24V 240V TEE;XS612B1MAL2;;1;47250;0;;;INDUSTRIE ;0;31/12/2099 00:00:00;1;0;100;0;;;;;1;;;
P10225;;LAMPADAIRE A CLOCHE LED ATT65 A;200W, 85-410V 110LM/W;;1;0;0;;;INDUSTRIE ;0;31/12/2099 00:00:00;1;0;100;0;;;;;1;;;
P10226;;PROJECTEUR LED 200W;;;1;0;0;;;INDUSTRIE ;0;31/12/2099 00:00:00;1;0;100;0;;;;;1;;;
P10227;;PROJECTEUR LED 150W;;;1;0;0;;;INDUSTRIE ;0;31/12/2099 00:00:00;1;0;100;0;;;;;1;;;
P10228;;PROJECTEUR LED 400W-230V;110LM/W;;1;0;0;;;INDUSTRIE ;0;31/12/2099 00:00:00;1;0;0;0;;;;;1;;;
P10229;;"Cliquet 1/2"" , marque Stahlwille";reference 13231011;;1;0;0;;;INDUSTRIE ;0;31/12/2099 00:00:00;0;0;0;0;;;;;0;;;
P10230;;"Adaptateur Agrandisseur 1/2""-3/4"", marque Force";reference 80946MPB;;1;0;0;;;INDUSTRIE ;0;31/12/2099 00:00:00;0;0;0;0;;;;;0;;;
P10231;;"Adaptateur reducteurs 3/4""-1/2""”, marque Force";reference 80964MPB;;1;0;0;;;INDUSTRIE ;0;31/12/2099 00:00:00;0;0;0;0;;;;;0;;;
P10232;;"ADAPTATEUR REDUCTEURS 1"". 3/4"", MARQUE FORCE";REFERENCE 80986MPB;;1;0;0;;;INDUSTRIE ;0;31/12/2099 00:00:00;0;0;0;0;;;;;0;;;
P10233;;"ADAPTATEUR AGRANDISSEUR 3/4"". 1"", MARQUE FORCE";REFERENCE 80968MPB;;1;0;0;;;INDUSTRIE ;0;31/12/2099 00:00:00;0;0;0;0;;;;;1;;;
P10234;;SET DE LIMES, MARQUE FORCE;REFERENCE 5056;;1;0;0;;;INDUSTRIE ;0;31/12/2099 00:00:00;1;0;0;0;;;;;1;;;
P10235;;BURETTE À HUILE MÉTALLIQUE 500ML, MARQUE SAM;REFERENCE 675-30;;1;0;0;;;INDUSTRIE ;0;31/12/2099 00:00:00;1;0;0;0;;;;;1;;;
P10236;;SET DE FORETS HÉLICOIDAUX AU |COBALIT, MARQUE BGS;REFERENCE 13307-170;;1;0;0;;;INDUSTRIE ;0;31/12/2099 00:00:00;1;0;0;0;;;;;1;;;
P10237;;TARAUD MACHINE M10, MARQUE DIAGER;REFERENCE DI-867D10;;1;0;0;;;INDUSTRIE ;0;31/12/2099 00:00:00;1;0;0;0;;;;;1;;;
P10238;;"CLIQUET 1/2"", MARQUE STAHLWILLE";REFERENCE 13111010;;1;0;0;;;INDUSTRIE ;0;31/12/2099 00:00:00;1;0;0;0;;;;;1;;;
P10239;;DISJONCTEUR MODULAIRE MULTI 9;C10  REF A9F79210;;1;8500;0;;;INDUSTRIE ;0;31/12/2099 00:00:00;1;0;100;0;;;;;1;;;
P10240;;"DOUILLE MÁLES 1/2"" 6MM, MARQUE STAHLWILLE";REFERENCE 3050006;;1;0;0;;;INDUSTRIE ;0;31/12/2099 00:00:00;1;0;0;0;;;;;1;;;
P10241;;"DOUILLE MÂLES 1/2"" SMM, MARQUE STAHLWILLE";REFERENCE 3050008;;1;0;0;;;INDUSTRIE ;0;31/12/2099 00:00:00;1;0;0;0;;;;;1;;;
P10242;;COSSE A FOURCHE DEE 6MM2;PAQUET DE 50PCS;;1;19500;0;;;INDUSTRIE ;0;31/12/2099 00:00:00;1;0;100;0;;;;;1;;;
P10243;;DOUILLE MÄLES 1/2 10 MM, MARQUE STAHLWILLE;REFERENCE 3050010;;1;0;0;;;INDUSTRIE ;0;31/12/2099 00:00:00;1;0;0;0;;;;;1;;;
P10244;;LAMPE TUBE TF DE 36/BI 1.20m;;;1;1500;0;;;INDUSTRIE ;0;31/12/2099 00:00:00;1;0;100;0;;;;;1;;;
P10245;;CLÉS MÂLES LONGUES À TÊTE SPHÉRIQUES 5MM, MARQUE STAHLWILE;REFERENCE L43260005;;1;0;0;;;INDUSTRIE ;0;31/12/2099 00:00:00;1;0;0;0;;;;;1;;;
P10246;;CLÉS MÂLES LONGUES À TÊTE SPHÉRIQUES 6MM, MARQUE STAHLWILLE;REFERENCE 43260006;;1;0;0;;;INDUSTRIE ;0;31/12/2099 00:00:00;1;0;0;0;;;;;1;;;
P10247;;CLÉ MIXTE 13MM, MARQUE STAHLWILLE;REFERENCE 40101313;;1;0;0;;;INDUSTRIE ;0;31/12/2099 00:00:00;1;0;0;0;;;;;1;;;
P10248;;PILE DURACELL;1,5V TYPEAA(POUT);;1;520;0;;;INDUSTRIE ;0;31/12/2099 00:00:00;1;0;100;0;;;;;1;;;
P10249;;MAILLETS, MARQUE FORCE;REFERENCE 616A050;;1;0;0;;;INDUSTRIE ;0;31/12/2099 00:00:00;1;0;0;0;;;;;1;;;
P10250;;PILE 1.5 V TAILLE;D LR20;;1;2600;0;;;INDUSTRIE ;0;31/12/2099 00:00:00;1;0;100;0;;;;;1;;;
P10251;;PILE (DURACELL);1,5V TYPEAAA LR3 (POUT);;1;350;0;;;INDUSTRIE ;0;31/12/2099 00:00:00;1;0;100;0;;;;;1;;;
P10252;;DISJONCTEUR C10;REF A9N21365 SCHNEIDER;;1;10000;0;;;INDUSTRIE ;0;31/12/2099 00:00:00;1;0;100;0;;;;;1;;;
P10253;;LAMPE TUBE TF18;0.60m 220V;;1;2500;0;;;INDUSTRIE ;0;31/12/2099 00:00:00;1;0;100;0;;;;;1;;;
P10254;;MAINTENANCE USINE INST. ELECTRIQUE MACHINE I MAINTENANCE USINE ;DA24004261- 0Q INSTALLATION EL;;1;3750000;0;;;INDUSTRIE ;0;31/12/2099 00:00:00;1;0;100;0;;;;;1;;;
P10255;;FITRE A HUILE ;"REF . 1560B87305; MICRO MD013661 LF3369; FLEETGUARD 4448_001. pdf";;1;18500;0;;;INDUSTRIE ;0;31/12/2099 00:00:00;1;0;100;0;;;;;1;;;
P10256;;FITRE REF .6 N 64444 FITRE;;;1;0;0;;;INDUSTRIE ;0;31/12/2099 00:00:00;1;0;100;0;;;;;1;;;
P10257;;FILTRE A HUILE REF . 156071030;"LF3388; FLEETGUARD";;1;18500;0;;;INDUSTRIE ;0;31/12/2099 00:00:00;1;0;100;0;;;;;1;;;
P10258;;FILTRE A GAS OIL REF .3005828;"FF5048; FLEETGUARD";;1;36420;0;;;INDUSTRIE ;0;31/12/2099 00:00:00;1;0;100;0;;;;;1;;;
P10259;;FILTRE A EAU REF REF .3100308/WF2075;"YA01; EMERGENCY GENERATOR";;1;25215;0;;;INDUSTRIE ;0;31/12/2099 00:00:00;1;0;100;0;;;;;1;;;
P10260;;FITRE A HUILE REF .3839310/LF670;"YAO1; EMERGENCY GENERATOR";;1;47250;0;;;INDUSTRIE ;0;31/12/2099 00:00:00;1;0;100;0;;;;;1;;;
P10261;;FITRE A GASOIL REF 4095189/LS1006;"YA01; EMERGENCY GENERATOR";;1;23500;0;;;INDUSTRIE ;0;31/12/2099 00:00:00;1;0;100;0;;;;;1;;;
P10262;;FITRE A HUILE REF .3839311/LF777;YA01. EMERGENCY GENERATOR;;1;47250;0;;;INDUSTRIE ;0;31/12/2099 00:00:00;1;0;0;0;;;;;1;;;
P10263;;FITRE A AIR REF . 177182-910360;"YA01; EMERGENCY GENERATOR";;1;29750;0;;;INDUSTRIE ;0;31/12/2099 00:00:00;1;0;100;0;;;;;1;;;
P10264;;FITRE A HUILE;"REF 1560B87305; MICRO MD013661 LF3369; FLEETGUARD";;1;265000;0;;;INDUSTRIE ;0;31/12/2099 00:00:00;1;0;100;0;;;;;1;;;
P10265;;MAINTENANCE USINE MD ELEC POUR MACHINE III MAINTENANCE USINE;DA 24003617- 0Q- MD ELECTRIC;;1;0;0;;;MAINTENANCE ;0;31/12/2099 00:00:00;1;0;0;0;;;;;1;;;
P10266;;SOLENOIDE ELECTROVANNE;CI2/2440210780  8505909090;;1;160000;136496;;;INDUSTRIE ;0;31/12/2099 00:00:00;1;0;100;0;;;;;1;;;
